,Unnamed: 0,type,review,label,file
7715,7715,test,"I made it through half of this, but was not enough of a masochist to see it all. The first half of the film had next to no dialog ! Almost everything was voice over commentary to carry the story. The scriptwriter forgot that sometimes less is more and tried to explain several millennium of detailed history in the voice over. At the same time he forgot to do any character development. Most science fiction fans don't require huge amounts of character development, but it would be nice to know why the two main characters who survived the destruction of the space fleet together ended up fighting each other. <br /><br />There are some good things going on in the film. The soundtrack was well done. Some of the computer generated graphics are very good, but others were just mediocre.",neg,5695_1.txt
95760,95760,train,"<br /><br />This movie is so great!<br /><br />Everything in this movie is perfect! The epic scope, humor, music, acting, heroes, locations, villains, pretty as I said, everything about this movie is perfect!",unsup,6185_0.txt
83092,83092,train,"What we have here is two ill-defined, unlikeable characters being bounced around for no justifiable reason. The pacing and cinematography are annoying. It all has that been-there-seen-that feel about it. The narrative keeps changing POV for no good reason. And the sex is stone cold. <br /><br />Don't get me wrong, I am not a trasher of independent French films. I do not _require_ to be entertained a la Star Wars. To be fair, the overall mood and feeling (Paris as the humid, drizzly, polluted wintery-cold nightmare) is well captured. You can smell the stale-cigarette-soaked hotel room. <br /><br />Compared to other ""random coupling"" movies (The Lover, Last Tango in Paris, La Desenchantee), this is limp ""caca de chien"".",unsup,39785_0.txt
71260,71260,train,"I truly enjoyed the movie ""Hav Plenty"". It was very refreshing to see a romantic and well-written Black love story, which is so rare these days. The cast were all outstanding actors for a low budget movie. The movie was very realistic and it made you feel that you could truly relate. I especially loved Christopher Scott Cherot's role. Although Ms. Havelin was playing ""hard-to-get"", I loved the way Mr. Plenty stood his grounds and did not give in.<br /><br />My daughter turned me on to this movie and now every time I learned that it is airing I watch it religiously. I surely hope that Mr. Cherot will be bringing us more movies and especially with him as a character. I fall more in love with him each time I see the movie. I plan to purchase it and add it to my collection of all-time favorites.",unsup,29135_0.txt
86871,86871,train,"Basically ""It Conquered the World"" is the original ""Invasion of the Body Snatchers"" meets ""The Day the Earth Stood Still"" Â? and the quality of those two movies only underscores how pitiful this one looks by comparison. I'll give Roger Corman credit for being the best director who ever regularly worked at American International Â? not that that's saying much for him Â? and for at least attempting to work serious political and social commentary into a few of his movies, including this one. Ideologically, ""It Conquered the World"" is a hard-Right propaganda piece (much the way John Carpenter's 1983 ""They Live"" took the central premise of ""Invasion of the Body Snatchers"" and used it for liberal-Left propaganda) in which the Venusian strategy for conquering the world is exactly what the Right of the time said the Communists were doing Â? targeting political, scientific and military leaders, recruiting them and using them to subvert the country by stealth Â? and Lee Van Cleef's character is clearly supposed to be what the Right of the time called a ""Com-Symp,"" someone who wasn't an active Communist but so dangerously iconoclastic he was easy prey and all too willing to do their dirty work. But any attempt Corman and his writer, Lou Rusoff, might have been making for serious political commentary is subverted (pardon the pun) by the sheer ludicrousness of the appearance of the Venusian alien. (The makers of the first ""Invasion of the Body Snatchers"" showed great wisdom in avoiding any shots of the alien invaders in their natural form.) Maybe the upended half-cucumber with toothpick arms isn't quite as risible as the diving-helmeted gorilla who conquered the world in ""Robot Monster,"" but that's damning with faint praise; the ridiculous monster takes what could have been a decent piece of half-serious science fiction and turns it into pure camp.",unsup,43185_0.txt
74506,74506,train,"In a small American town, a young man from a good family faces some of the realities of maturity.<br /><br />Clarence Brown's fond recreation of Eugene O'Neill's popular stage play AH, WILDERNESS! makes a wonderful celebration of basic American virtues. Attention to detail, coupled with excellent performances & MGM's best production values, results in a film full of quiet joys & sorrows.<br /><br />The story follows young Eric Linden (in his best film role) during the one month period from his 1906 high school graduation until the Fourth of July, as he deals with the pangs & confusions of puppy love. His yearnings for his pretty neighbor and his experimentation with an older, much rougher sort of female, perfectly underscore the angst so often found in young adults regardless of the era. This is brilliantly displayed in the film's most hilarious sequence, the graduation ceremony which Linden hopes to sabotage, which reveals the honest insecurities and mawkishness of the senior class.<br /><br />Wallace Beery, playing Linden's dyspeptic bachelor uncle receives top billing, and he is a scene stealer with much experience, but he acts alongside an equally good Lionel Barrymore, as Linden's father, who quietly underplays his role as head of the family. Each actor had a powerful screen persona, however neither attempt to dominate what is in effect a prime example of ensemble acting from the entire cast.<br /><br />As Barrymore's spinster sister, Aline MacMahon is especially fine, her romantic feelings for Beery barely canceled beneath her prim exterior. Spring Byington, as Barrymore's wife, shows a touching sensitivity in her sometimes flustered, nervous concern for her brood.<br /><br />Playing Linden's collegiate brother, Frank Albertson is good-natured and sturdy, and in a poignant moment gives a gentle parody of his own considerable musical talent by crooning Â?When Other Lips' from The Bohemian Girl. Bonita Granville & Mickey Rooney portray the youngest siblings in the family, with Rooney in particular having some very funny moments.<br /><br />In smaller roles, Cecilia Parker is all innocence as Linden's sweetheart, while crusty old Charley Grapewin almost spits vinegar as her cantankerous father. Helen Flint gives a forceful performance, considering Production Code restrictions, of the wanton woman who attempts seducing the much younger Linden.<br /><br />Movie mavens will recognize an uncredited Eily Malyon as the family's Irish maid.<br /><br />The title is an ironic reference to a line from The RubÃ¡iyÃ¡t of Omar KhayyÃ¡m. Will Rogers was originally pegged to play the role which ultimately went to Barrymore, but he backed out in order to make his tragic plane flight to Alaska.",unsup,32056_0.txt
10095,10095,test,"Maximum risk is quite surprising to a person that has seen more then on of his movies. Director Ringo Lam made an average action-movie, that can be compared with most of the other mid-quality action movies, what is a special predicate to a `Muscles from Brussels`movie. It has a quite classy style, an interesting atmosphere and, last but not least, the beautyful Natasha Henstridge. Even VanDamme doesnÂ´t make you crying by his acting, he does a relatively good job. Of course you may not compare Maximum Risk (oh, what a creative title!) to `Ronin`, but after watching `Knock off` itÂ´s the hell of a good movie... in special standards, of course.",neg,7837_4.txt
27391,27391,train,"Some news reporters and their military escorts try to tell the truth about a epidemic of zombies, despite the 'government controlling the media'. The makings of the film don't understand that the George Romero zombie films only worked because he kept his politics subtly in the background of most of his films (""Land of the Dead"" withstanding). This satire is about as subtle as a brick to the face or a bullet to the head is more apropos for this scenario. What's subversive or subtle about seeing a military guy masturbating to death and destruction? Anything nuanced about the various commercials that are inter-cut with the film? Nope. Furthermore the acting is uniformly horrible, the characters thoroughly unlikable, and the plot inane. Add this all up and you have the worst, most incompetent zombie film since, ""C.H.U.D. 2"" reared it's hideous head.<br /><br />My Grade: D",neg,12152_2.txt
88349,88349,train,"Mind numbing in its awfulness. Director Giulio Paradisi concocts a ridiculous mixture of horror and mysticism while roping in a sad cast of actors, both over AND under the hill. John Huston, whose performance consists of walking into rooms, spouting a few philosophically tinged lines of inane dialog and then vanishing, leads the cast as a ""visitor"" sent from someplace ""beautiful"" to ""rescue"" a little girl who is evil incarnate (and apparently the vessel-in-waiting to start a new race under the guidance of creepy doctor Mel Ferrer and a bunch of corporate goons). The girl, who is a curiously talented gymnast and ice-skater, cripples her mother, kills a couple of teenagers, uses foul language when yelling at both Shelley Winters and Glenn Ford and keeps an attack eagle as a pet. It's filmed in Atlanta but the little girl is the only one with an southern drawl. A real mess. In addition to the slumming Huston, Ford, and Winters, Lance Herickson, Sam Peckinpah and Franco Nero are in it too. Director Paradisi even has the moxie to pay homage to the likes of WHATEVER HAPPENED TO BABY JANE as well as THE LADY FROM SHANGHAI.",unsup,44515_0.txt
64385,64385,train,"This movie is just bad beyond belief. The acting is horrid, while the cast is simply reciting lines with little feeling. I do wonder where they got these people. The actors just chop up the dialog like a salad. The television idea is just that, with no real sense of development in a hopeless, lifeless plot. The lack of a music track in 1935 is not uncommon, but some sort of musical score was really needed in a suspense movie of this type. I had wanted to see his movie for years. Now I can honestly say I am sorry did. As many a horror movie philosopher has said, somewhere in the middle of an endlessly dark night, ""There are some things that are best left alone."" This movie, sadly, is one of them. May it rest in peace.",unsup,22948_0.txt
73349,73349,train,"The good news is that it was on broadcast TV - I didn't pay anything.<br /><br />The better news is that I was doing something at the same time so I didn't waste any time on it.<br /><br />I like Alyson Hannigan. And this movie shows she is game for anything.<br /><br />There is an attractive blonde in a bikini.<br /><br />That gives it two stars.<br /><br />I'm straining to dredge up a third star. OK, the cat diarrhoea scene gets a star for sheer bizarreness.<br /><br />My final comment is a complaint about the 10 line rule, because I have read other reviews of less than 10 lines and, believe me, I've said enough.",unsup,31014_0.txt
92686,92686,train,"It's apparent to me that director/writer Patricia Rozema never decided what genre to use for this film as she's all over the place. The end result is a mass of confusion which attempts to focus on Jane Austen's book ""Mansfield Park"", biographical sketches of Jane Austen herself, as well as an historical look back at black slavery issues simultaneously and doing none justice. As if all this wasn't bad enough, Rozema couldn't even decide what time period she wanted to use for the movie. It's not just major flaws in the script which has the various characters expressing themselves in ways which would have been much more appropriate for a character of today but also the costumes are all wrong. Many of the characters just seem to exist. As a viewer, I find little character development to make me care one way or the other about most of the cast of characters in this film. Even the leading female and male characters in the film seem lost among the others due to a lack of contrast. Worst of all is the most unimaginative use of narration that I can recall seeing in any film to date. Although this was meant to serve as a transition between scenes and to move the plot along, it fails miserably. There also seems to be a large amount of indistinguishable dialogue in this film that was not intentional. It wasn't until I watched this film with the director's comments which had the actor's dialogue in captions that I even understood what was being said in some scenes despite the fact that I had tried repeated playbacks. They must have have some audio problems. Music for this film was too loud in places and poorly chosen. Speaking of director's comments: Her primary motivation for making this film (according to what she said on the film's DVD version) was a scene which which utilized sexually explicit and violently graphic pen and ink drawings of slaves. Huh? For a Jane Austen film? Yes! Hear the comments yourself in the DVD version.<br /><br />",unsup,48419_0.txt
97033,97033,train,"An old man and a teenage girl live on an anchored boat somewhere out to sea. He plans to marry her at her 17th birthday. While he occasionally leaves their floating home to fetch fishing tourists she never does. Only the visitors seem to think there is something strange about the situation. The man and the girl seem happy. At first. A handsome young man who visits the boat gradually makes her question her situation, to the increasing dismay of the old man.<br /><br />To me Hwal seem to be a metaphor of possessive love and moving on. On the dramatic level some things don't make sense. On the metaphorical level they do, to a greater extent anyway. When the old man shoots arrows at men who flirts or tries to paw the girl there is no police investigation or vindictive victims. This is just a way to show that jealousy makes you do stupid things that potentially can hurt others. When the boat where the old man and the girl used to live follows the boat on which the girl tries to leave with the young man, it doesn't matter that the engine is broken or that no one is driving it. Old relationships are hard to leave behind.<br /><br />The downward spiral of jealousy and possessiveness are gut wrenching to watch. You just know something bad is about to happen. Love, or rather the risk of loosing it, makes you hurt each other. Accepting the loss, accepting the pain and letting go is a way out.<br /><br />Just like other Kim Ki-Duk movies the pace here is tranquil, the photography is beautiful, and the main characters manage the express all the emotions they need using few or no words.<br /><br />I really liked Hwal but perhaps it's not the best Kim Ki-Duk movie I've seen. The ending is a bit confusing and the theme of possessive love and the setting of a floating home are also explored in the superior Bom yeoreum gaeul gyeoul geurigo bom (2003).",unsup,7330_0.txt
39569,39569,train,"Perhaps this could be the best movie ever made and if it's not it's certainly one of those who are burned onto your pupils as what Brian De Palma delivers here is a great piece of cinematographic artwork. First there is the director's touch of Brian De Palma who proves once again he might be one of the best directors ever, there is the superb performance from Al Pacino who is delivering an immortal hero on the big screen (Tony Montana), there are the many different (violent) scenes that you will never forget (the one with the chainsaw, the one in where Tony is sitting in a bath which is as big as most people's living rooms), there are the many superb one-liners (count how many times the word ""f*ck"" is used), there are the superb little details (the Pan American-globe that screams ""The world is yours"") or the great discomusic from Giorgio Moroder. Nothing can be named that isn't sublime here and it easily is along with ""The Godfather"", ""Good fellas"" and ""White heat"" one of the best gangstermovies ever made!",pos,11863_10.txt
43097,43097,train,"Bravo to Czechs, their once-powerful movie industry seems to awaken from post-Communist slumber.<br /><br />The Loners is a comedy done with all the elements you would expect to see in a modern ""hollywood"" production minus the garbage that seems to get attached to the genre over the past several years. Superb soundtrack, excellent visual editing, beautiful Prague cityscape, to mention but a few.<br /><br />The story is actually comprised of several sub-stories that frequently intertwain and overlap, an is in essence a collage of destinies, fates, desires... It follows a group of urban youth-to-mid-thirties people through a variety of situations ranging from daily life and leisure activities to careers and obsessions. And it IS hillarious. There's actually a point in the movie where the entire theatre I was in (about a 100 people in a small art gallery) laughed non-stop for about 40-50 seconds. How often do you experience that with modern hollywood productions?<br /><br />Although the entire main cast is excellent (especially the upcoming Macedonian star Labina Mitevska in the role of an immigrant facing the all-too-familiar hardships) I have to single out Jiri Machacek for his superbly believeable portrayal of Jakub, a constantly stoned bohemian whose brain is severely affected by the stuff he smokes landing him in a plethora of funny situations.<br /><br />Conclusion: don't miss this one! It's got a lot to offer.",pos,3789_8.txt
15583,15583,test,"This little two-person movie is actually much bigger than it looks. It has so many layers. I've watched it over and over, and always pick up on something new. I am amazed at the depth of the acting, and I feel if this movie had gotten wider release that there would be no question that Alan Rickman is a major star",pos,1525_10.txt
58911,58911,train,"I don't understand the many bad comments about this show. the show is excellent for small children, and my daughter (3 years old) loves this show. <br /><br />I think the authors of the negative comments forget that this is a simple children's show for ages 2-5. It is not meant to win any artistic awards, nor was it meant for teens/adults.<br /><br />While this isn't exactly the highest quality animation show, I've seen far worse, and the world setting is cute and simplistic, as it should be in a children's show.<br /><br />I give this show an 9 out of 10 because my daughter loves it.",unsup,18020_0.txt
71965,71965,train,"A mother (Huppert) and son (Garrel) are living a hedonistic life on some exotic island. They both fool around with the same women. Sounds like a situation with interesting, if twisted, possibilities. But the director has some other agenda - actually several agendas as he is all over the place, unsure what kind of movie he is making. One moment characters are engaging in sexual activities, the next they are spewing pretentious dialog, and then they do something totally unexpected that is seemingly from another movie. The film has no rhyme or rhythm. Some of the scenes are absolutely gross. Although the entire film is incomprehensible, the ending makes no sense whatsoever. Another annoying thing is the director's obsession with graphic male nudity. And what's with Garrel? First he plays a guy who carries on with his sister in ""Dreamers,"" then with his mother in this. A family man.",unsup,29770_0.txt
27385,27385,train,"This is perhaps the worst attempt at a Zombie film I have ever had the misfortune to see. Terrible, terrible, terrible. Any review found on this site is obviously the work of either the filmmaker, the filmmakers family, or a friend of the filmmaker. How does this film suck? Let us count the ways...<br /><br />The plot? Incoherent. Dialogue? Atrocious. I will not slam the effects/gore, as I understand that this is low budget. But was there even one zombie that was not obese? C'mon! And for a film set in Rhode Island, why did that truck sport a Massachusetts plate? Continuity, find some.<br /><br />The Girl dancing while the soldier ""Stands at attention"". Please, don't put your ex-girlfriend or buddy's sister in your movie naked. This was an ugly movie filled with ugly people, and has no business even mentioning Romero on the cover. Next time you decide to make a movie, don't.",neg,12147_1.txt
11208,11208,test,"Lone Star Productions sure churned them out in the 1930's, and ""Star Packer"" has the feel of one of the more rushed ones. John Wayne is U.S. Marshal John Travers, investigating a crooked hoodlum known only as ""The Shadow"", responsible for stealing cattle, stage holdups and the like, and giving orders from behind the door of a phony wall safe. Yakima Canutt is Travers' trusty Indian sidekick, appropriately named as... well, ""Yak"".<br /><br />Early on, we find out that Cattlemens Union head Matt Matlock (George pre-Gabby Hayes) is really The Shadow; the dead giveaway is when he offers to buy out his (supposed) niece Anita's half of the Matlock Ranch, since ""this is no place for a girl"". As Anita, Verna Hillie doesn't have much to do in the film, although in a comic moment, she gets to use a six shooter to blast the butt of one of the villains in a night time scare raid.<br /><br />There are a few curiosities in the film - for one, Wayne's character alternately rides a white horse and a dark horse in the first half of the film. In what could have been a neat device, a hollowed out tree stump used by a henchman is located right in the middle of the street. And finally, the movie doesn't truly live up to it's name, as Sheriff Travers never wears a badge throughout the film, that is, a star packer without a star.<br /><br />The horse chases, the runaway stage scenes, the stagecoach off the cliff (another curiosity, the horses conveniently get loose from the stage) are all pretty standard stuff. But John Wayne fans will want to see this one for the charisma he displayed early on in his career. For those more critical, the white kerchiefs worn around the forehead by the good guy posse could only mean that they all had a headache.",neg,8839_4.txt
16951,16951,test,"I don't skateboard because I think it's gay but this game is really great it's smooth, fast, easy to play, and just fun even if you don't do so well. It can be just really fun to make the skaters just crash and burn, easily one of the best video games ever!",pos,2757_10.txt
29921,29921,train,"This HAS to be the worst movie I've ever attempted to watch. In the first 15 minutes, there wasn't anything to keep my interest in this movie. I was on vacation at the time, and had plenty of time to devote to a just-for-the-fun-of-it movie. The condo we were staying in had this movie in stock -- they must have got it from the $1 store or something.<br /><br />If you like Adam Sandler, this is nothing like any other movie he's made. This started with a bad premise and then just got worse. There's nothing even remotely funny in it.<br /><br />I've watched a lot of movies, including some I didn't care for. But if you decide to waste your time on this movie, don't say I didn't warn you.",neg,317_1.txt
28238,28238,train,"It was a decent movie, I actually kind of enjoyed it. But the ending is so abrupt!! There is absolutely no closure and it leaves tons of loose ends. What happens after the concert? What happens with her boyfriend? Does she hook up with Grant? Does she come beck in the next semester? And what about Angela? Obviously Holly's performance would knock Angela down a few pegs, but nothing is shown to indicate how she reacts. There is so much left up in the air and it's very unsatisfying. I don't know if it is trying to leave room for a sequel or something, but it is a terrible ending and I think that it really makes the movie a joke. I was very disappointed.",neg,1665_3.txt
94696,94696,train,"Another round of mirthless antics from Ernest P. Worrell, a character considered lovable and endearing by only Jim Varney and the handful of in-bred yokels who make up the audience for these films. You have to feel sorry for Ron K. James, Varney's co-star in this mess, who has little to do but spout dreadful dialogue and look uncomfortable while Varney's gurning face hogs all the close-ups. The only entertainment value to be found as Varney mugs endlessly and destroys everything around him is in the hopelessly slack direction, which leads to such lapses in logic as a cannon rolling for miles along a completely straight road, a sequence that is topped only when the cannon bursts into a garden but leaves the fence behind it completely intact. The constant references to other films might be a distraction if they didn't remind you of how much better they are than this one.",unsup,5227_0.txt
39205,39205,train,"Bill Crain's rarer than rare 'slasher' movie certainly doesn't follow the standard stalk and slash guidelines that have become so essential of its counterparts. The bogeyman this time around uses grenades and small arms as well as an awesome array of melee weapons; - a sin that's virtually unacceptable in most post-Halloween genre pieces. But there's still just enough familiarity to keep slasher buffs from checking the rule book and the plot never strays too far from the path that you've grown to expect. Just as Wally Koz's surprisingly decent 555 was seemingly put together with help from various members of his family, Mirage seems to have been a joint production from relatives of the director. Looking through the credits I noticed numerous 'Crains' listed in key positions throughout the construction of the feature. But despite fairly good distribution across the globe, the movie failed to make an impression either side of the Atlantic and now it has become pretty much a phantom of the VHS market. Nevertheless this only made it appeal to me even more and so I strained my resources to track a copy downÂ? <br /><br />It all takes place in the middle of the dessert, which as I'm sure you'll agree is hardly the most exciting location. With that said though, I must admit that there's certainly going to be no chance of any nosey John Q Laws turning up unexpectedly. Four undeniably beautiful youngsters head out into the sand for a night of debauchery and frolics that always seems to rub homicidal maniacs the wrong way. Chris (Jennifer McAllister) and her boyfriend Greg (Kenny Johnson) meet up with amusing new age hippies Trip (Kevin McParland) and Mary (Nicole Anton) at a make shift camp site in the midst of the dune-like wilderness. Greg's older brother Kyle (Todd Schaefer) and his buxom girlfriend Bambi (Laura Albert) soon turn up to join the body count applicants in their quest for an early grave. Kyle used to date Chris before his younger brother took the liberty of stealing his squeeze Â? something that Kyle doesn't seem too keen to forget. Sound like a motive for a massacre? Well what did you expect? Before long an unseen someone driving a truck with tinted windows joins the gathering with a unique set of tricks up his sleeve. Will any of the kids survive to turn up for a sequel? <br /><br />I have had trouble tracking down any information at all about this feature. I don't even know if director Bill Crain is aka William Crain Â? the man behind Midnight Fear and Blacula among others. Mirage certainly doesn't appear on his official filmography, so your guess is as good as mine. Judging by the credible work behind the camera, I'd have to say that I find it hard to believe that this is the debut of a man with no previous cinematic experience. The film is stylishly photographed with some superb work from DP Michael Crain, and the director boasts a credible talent for building suspense when it's necessary. R. Christopher Biggs' gore FX are imaginatively created and gruesome, and kudos to the sleepy head over at the BBFC who inexplicably let this pass through UNCUT on a usually stringent 18 rating. A couple of the murders are indeed extremely macabre. One guy gets buried up to his neck in sand before coming face to face with a grenade, while another ends up literally legless after loosing a battle with a chain and a pick up truck! There's also some black humor that's surely unintentional. We spend the majority of the feature seeing only the killer's boots as he steps out of his vehicle and stalks the youngsters. But when he's revealed to hilariously resemble Keanu Reeves circa Bill and Ted's Bogus Journey, I didn't quite know what to expect. Thankfully Crain knows exactly how to keep things creepy and the showdown is particularly mean spirited as the psycho taunts Chris sadistically.<br /><br />There are some surprisingly good performances on display from an extremely inexperienced cast. The divine Jennifer McAllister does a superb job as the heroine and B.G. Steers portrays off his rocker dementia with finesse. The Casting director chose wisely to pick some of the most beautiful females ever slaughtered in slasher cinema and it gratefully doesn't come at the cost of thespian potential. The soundtrack works well to build the desolate atmosphere of isolation, which is carefully handled by a director that should have been signed and nurtured by Hollywood bigwigs. Watch out for the superb nightmare sequence that is truly horror film-making at it's freakiest.<br /><br />Mirage is a good late entry to the cycle that was somewhat unfortunate to miss a boom year placing amongst the slasher elite. When you consider that this was made with just a cast of seven and a pick up truck, you have to say that they did a damn good job. The flaws are numerous, but never detract credibility from the net result. Unfortunately you've probably got more chance of finding liquid gold in your coffee mug than you have of ever tracking down a copy. If you see this one covered in dust on the top shelf of your local video store, then make sure you pick it up. Recommended.",pos,11535_7.txt
97575,97575,train,"Written directly for the screen this horror film has a captivating and staggering story. Almost every scene from beginning till ending is full of action and tension sequences, which are done by good camera work. Its way of storytelling is very smooth. I watched it with subtitles; even though the script is very substantial, it isn't necessary to follow up each conversation. The dialogue and connection which Pablo and Malena established together magnetizes the full attention from the viewer, since their body language and gestures were complementary with the screenplay.<br /><br />The story takes place in August 2001 in Argentina. Pablo and Malena, who are in their mid-20s', are siblings from a dysfunctional family. Their father whom Pablo never seen in his life before, is in coma. They visit him and Malena introduces him to Pablo. Malena has grown hatred for his father, for he served under Anti-Communist Dictatorship of the Argentinian army to quench the communist movement torturing thousands of innocents, instead of looking after his family. There is a huge question mark here: Why are all the communists introduced as innocents in this film? <br /><br />The frightening fact here is that when Pablo and Malena think that their father is helpless in coma, he turns out to be more powerful than he was alive. His spirit continues to torture the restless souls of the dead innocents. He has written a detailed diary including how he tortured the families of communist vanguards when he was young. In return to his weakened body, he bargains with one or more daemons to continue on his dictatorship mission. One of the daemons in the look of a little girl finds this diary from where he hided away. Then Pablo, the curious and adventurous one of the siblings, gets this diary from that daemon, assuming that it was something the little girl lost. So the daemon begins to bugger around Pablo and Malena. The diary which has the curse of the daemon brings only trouble to them.<br /><br />Aparecidos has the meaning for ""Seen versus Disappeared"". Who is seen is the Dictatorship regime runners, and who is disappeared is the slaughtered rebels against this regime. Soon, Pablo and Malena read the diary and start a journey to save the victims of the murderers. One of the communist vanguards ,who has never been captured by the police due to the lack of evidence, has been killed with his pregnant wife and little daughter in the hands of Pablo and Malena's father. Daemon completes the bargain with continuously torturing the wife and the daughter's souls.<br /><br />When you feel like you accomplished something, you think that you must be happy and be proud. Then suddenly you realize that you didn't accomplish anything; the confusion in your mind and senses leads you realize the fact that you just decoded something hidden. That was Pablo's confusion in the movie. When he was explaining to her sister what he was really trying to do, he says that he was gone out of his mind and trying to save someone whoever is dead already. Every night at the same hour in the same motel in the same room, the same murder takes place involving the same dead corpses continuously for the last 20 years. Who are you going to save? Save a dead tonight. Amazing concept, isn't it?",unsup,7819_0.txt
35748,35748,train,"This film can be judged from three viewpoints: as history, as a profile of Amin, as a fictional thriller. <br /><br />It fails as history, it mentions in passing the coup that threw out Obote, the expulsion of the Asians, and has the Entebbe hi-jack as background, but not in any chronologically consistent time frame. <br /><br />As a profile of Amin it may have been interesting, because Forest Whitaker is incredibly good, and if this was a better film, he would get an Oscar. (He got it - which proves the Oscar voters don't watch the films they vote on.) It ignores relevant historical episodes in the novel, which observed Amin and the history of Uganda from the point of view of the doctor. It tells instead the fictitious story of the Scots doctor and his impossible love life from the point of view of Amin. But the story told is the one incident that Amin was probably innocent of. <br /><br />As a fictional thriller, there is no plot to hold it together. The beginning is taut - it takes cinematic liberties with the novel, but sets up the story. The character of the doctor is well-defined, but becomes lost in the second half of the film which suffers as a result.<br /><br />Why the doctor decides to stay in Kampala is badly explained - seduced by power? Why he befriends no-one is strange. The character of the friend in the novel has been lost because the Scotsman has the affair instead of the black doctor - a ludicrous entanglement which does not seem even faintly believable, but allows the writers of the film to show the ferocity of Amin close at hand. The Man called Horse bit at the end is risible. <br /><br />Finally in 1971, Uganda drove on the left, not right, the number plates were three letters and two or three numbers - and where are the Equator tusks?! <br /><br />In short - if you've never heard of Amin, you may want to spend two hours watching this film to appreciate Forest Whitaker's acting, but the last hour will bore you to confusion. If you know Uganda or have read the book - don't see the film - it will only depress you. And if you want to know why the doctor was so foolhardy - he wasn't.",neg,8424_3.txt
91777,91777,train,"Garrison Keillor has wildly overestimated his talent as a writer. I'm a HUGE fan of the APHC radio show, but this is a poorly-written, meandering, boring movie that seems to be created solely so that GK can rub elbows with Hollywood royalty. I'm a closet News from Lake Wobegon fan (I have listened to all of them) and most of the dialogue and jokes were lifted from old ""News from Lake Wobegon"" segments. Maybe that's okay & maybe that's what you're after, but I was looking to be entertained and during this movie it simply did not happen. <br /><br />It had no story (a show being cancelled is not a story) and a weak, meaningless ending. The characters, while interesting, bear NO resemblance to the ones described on so many precious APHC broadcasts. These characters seem awash in a sea of bad dialogue as they search in vain for a story.<br /><br />And the posters who talk about how if I don't like this movie, I must ""not be intelligent enough to understand it"" are just flat wrong. I am intelligent, I love the radio show, and I can't figure out why anyone would like this movie.<br /><br />I could go on and on, but suffice to say, avoid this film.",unsup,47600_0.txt
69625,69625,train,"The Amazing Race is a show where teams of two race about Earth to win a million dollars at the end (the first to win, of course gets said million dollars). On the way they stop at various locations and must complete tasks. The teams are generally all a type of human or a minority and rarely are normal people used in the series. The tasks involve doing things that happen or are to do with local things, like making pottery or laying bricks or carrying a local creation about. For the most part vehicles, usually cars or 4WDs are provided to help them get about and they are given money for some legs. Since this is reality TV it is always different with no contiguous consistent plot or continuuity apart from reality itself, and so its enjoyability depens greatly on certain variables at the time. However the general gist of the show is quite amusing. It is amazing how weird and unintelligent Americans are, as is clearly shown with many of the teams. Also social observations can be made, as some teams gang to form 'alliances' against others and teams often become aggressive to one another or in the team itself.",unsup,27664_0.txt
44173,44173,train,"Rod Serling was, of course, a genius and his wonderful, playful, creative mind left something of the period in which he lived and examples of television at that state of development. There are no such shows now, but rather ""Housewife"" sluts ala Eva Longoria or Terri Hatcher, or the pitiful stabs at humor and witty banter that litter our high-tech screens.<br /><br />Jack Elam edged into the episode with such acting precision and with his usual craziness that I can't help but think that Rod Serling was tailoring that long ago week's show around Elam, even though he was an ancillary to the flow of the story. This episode ends with a twist, as usual, but shock and humor are mixed with especially ""Serlingesque"" dexterity.<br /><br />Rex Lewis Field",pos,4757_8.txt
43927,43927,train,"The first 50 minutes of this movie were quite boring. It focused on the personal problems Doyle had, including his sick wife, death threats by fans, a pushy publisher and feelings of guilt concerning his mentally ill father. Even though these subjects had an important impact on Doyle's life, I was more curious about the birth of Sherlock Holmes. The last 40 minutes were excellent. We finally got a look inside Doyle head, how he created Holmes and why he had to 'kill' Holmes. The actors are excellent. Including the intriguing Selden played by Tim McInnerny, Arthur Conan Doyle, a compelling role played by Douglas Henshall and Brian Cox as the 'role model' for Sherlock Holmes, Dr. Bell. The locations are good, especially for a TV movie and the camera work is nice. If the first 50 minutes were as good the the last 40 minutes this would have been a small masterpiece.",pos,4535_7.txt
69521,69521,train,"High hopes turn into groaning frustration and confusion upon seeing the first (and unfortunately not the last) episode of the latest attempt to resurrect the popular hero.<br /><br />One can forgive the poor acting given the see-and-say dialogue and poorly thought out story elements. However, if your expecting dazzling special effects and quality action to save the day, your better off watching a power point presentation at the office.<br /><br />One more thing; Can Ming be any less intimidating? This version of Flash Gordon's nemesis has all the villainous charm of Bill Lumbergh from Office Space!",unsup,27570_0.txt
